,Name,Year,Age,Team,Position,Games,Games Started,Minutes Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percent,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percent,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percent,Effective Field Goal Percent,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percent,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game
2004,Jerryd Bayless,2019,30,MIN,PG,6,0,9.5,0.8,3.5,.238,0.5,1.8,.273,0.3,1.7,.200,.310,0.2,0.5,.333,0.2,0.7,1.7,0.3,0.0,0.8,0.8,2.3
2005,Jeff Teague,2010,21,ATL,PG,71,3,10.1,1.3,3.2,.396,0.1,0.5,.219,1.2,2.7,.426,.412,0.6,0.7,.837,0.1,0.9,1.7,0.5,0.2,0.7,1.2,3.2
2006,Jeff Teague,2011,22,ATL,PG,70,7,13.8,1.9,4.3,.438,0.3,0.7,.375,1.6,3.7,.449,.467,1.1,1.4,.794,0.2,1.3,2.0,0.6,0.4,0.9,1.2,5.2
2007,Jeff Teague,2012,23,ATL,PG,66,66,33.1,4.8,10.2,.476,0.8,2.3,.342,4.1,7.9,.514,.514,2.1,2.8,.757,0.3,2.1,4.9,1.6,0.6,2.0,2.2,12.6
2008,Jeff Teague,2013,24,ATL,PG,80,78,32.9,5.5,12.2,.451,1.1,3.1,.359,4.4,9.1,.482,.496,2.5,2.8,.881,0.3,1.9,7.2,1.5,0.4,2.9,2.3,14.6
2009,Jeff Teague,2014,25,ATL,PG,79,79,32.2,5.8,13.2,.438,0.9,2.8,.329,4.8,10.3,.469,.474,4.0,4.8,.846,0.4,2.2,6.7,1.1,0.2,2.9,2.0,16.5
2010,Jeff Teague,2015,26,ATL,PG,73,72,30.5,5.6,12.2,.460,1.0,2.8,.343,4.6,9.3,.496,.500,3.8,4.4,.862,0.4,2.1,7.0,1.7,0.4,2.8,1.9,15.9
2011,Jeff Teague,2016,27,ATL,PG,79,78,28.5,5.5,12.5,.439,1.4,3.5,.400,4.1,9.0,.454,.495,3.3,3.9,.837,0.4,2.3,5.9,1.2,0.3,2.8,2.1,15.7
2012,Jeff Teague,2017,28,IND,PG,82,82,32.4,4.9,11.1,.442,1.1,3.1,.357,3.8,8.0,.475,.492,4.4,5.1,.867,0.4,3.6,7.8,1.2,0.4,2.6,2.0,15.3
2013,Jeff Teague,2018,29,MIN,PG,70,70,33.0,5.1,11.3,.446,1.2,3.3,.368,3.9,8.1,.477,.499,2.9,3.4,.845,0.3,2.6,7.0,1.5,0.3,2.5,2.4,14.2
2014,Jeff Teague,2019,30,MIN,PG,26,26,31.0,4.0,9.8,.406,1.0,2.7,.366,3.0,7.0,.421,.457,3.1,3.8,.827,0.3,2.1,8.4,1.2,0.4,2.3,2.2,12.0
2015,Taj Gibson,2010,24,CHI,PF,82,70,26.9,3.8,7.7,.494,0.0,0.0,,3.8,7.7,.494,.494,1.4,2.1,.646,2.8,4.7,0.9,0.6,1.3,1.4,3.4,9.0
2016,Taj Gibson,2011,25,CHI,PF,80,19,21.8,2.9,6.3,.466,0.0,0.1,.125,2.9,6.2,.472,.467,1.3,1.9,.676,2.0,3.7,0.7,0.5,1.3,0.9,2.5,7.1
2017,Taj Gibson,2012,26,CHI,PF,63,0,20.4,3.2,6.4,.495,0.0,0.0,,3.2,6.4,.495,.495,1.3,2.1,.622,2.1,3.1,0.7,0.4,1.3,1.0,2.1,7.7
2018,Taj Gibson,2013,27,CHI,PF,65,5,22.4,3.3,6.8,.485,0.0,0.1,.000,3.3,6.7,.490,.485,1.4,2.0,.679,1.9,3.4,0.9,0.4,1.4,1.2,2.6,8.0
2019,Taj Gibson,2014,28,CHI,PF,82,8,28.7,5.2,10.9,.479,0.0,0.1,.000,5.2,10.8,.483,.479,2.6,3.4,.751,2.4,4.4,1.1,0.5,1.4,1.8,2.5,13.0
2020,Taj Gibson,2015,29,CHI,PF,62,17,27.3,4.1,8.2,.502,0.0,0.0,,4.1,8.2,.502,.502,2.1,3.0,.717,2.6,3.8,1.1,0.6,1.2,1.2,2.6,10.3
2021,Taj Gibson,2016,30,CHI,PF,73,55,26.5,3.6,6.8,.526,0.0,0.0,.000,3.6,6.8,.529,.526,1.4,2.0,.692,2.8,4.1,1.5,0.6,1.1,1.1,2.5,8.6
2022,Taj Gibson,2017,31,TOT,PF,78,71,25.5,4.7,9.1,.515,0.0,0.2,.231,4.6,8.9,.520,.517,1.4,2.0,.715,2.0,4.2,0.9,0.5,0.8,1.3,2.1,10.8
2023,Taj Gibson,2018,32,MIN,PF,82,82,33.2,5.2,9.0,.577,0.1,0.4,.200,5.1,8.6,.595,.581,1.7,2.3,.768,2.4,4.8,1.2,0.8,0.7,1.1,2.7,12.2
2024,Taj Gibson,2019,33,MIN,PF,40,40,25.5,4.4,7.8,.558,0.3,0.7,.379,4.1,7.1,.576,.575,1.5,2.2,.693,2.6,4.2,1.3,0.8,0.6,1.0,2.6,10.5
2025,Andrew Wiggins,2015,19,MIN,SF,82,82,36.2,6.1,13.9,.437,0.5,1.5,.310,5.6,12.3,.453,.454,4.3,5.7,.760,1.6,2.9,2.1,1.0,0.6,2.2,2.3,16.9
2026,Andrew Wiggins,2016,20,MIN,SF,81,81,35.1,7.3,16.0,.459,0.7,2.3,.300,6.6,13.6,.486,.481,5.3,7.0,.761,1.3,2.3,2.0,1.0,0.6,2.2,2.0,20.7
2027,Andrew Wiggins,2017,21,MIN,SF,82,82,37.2,8.6,19.1,.452,1.3,3.5,.356,7.4,15.6,.473,.484,5.0,6.6,.760,1.2,2.8,2.3,1.0,0.4,2.3,2.2,23.6
2028,Andrew Wiggins,2018,22,MIN,SF,82,82,36.3,6.9,15.9,.438,1.4,4.1,.331,5.6,11.7,.475,.481,2.5,3.8,.643,1.0,3.4,2.0,1.1,0.6,1.7,2.0,17.7
2029,Andrew Wiggins,2019,23,MIN,SF,37,37,34.1,6.5,15.9,.405,1.7,4.9,.346,4.8,11.0,.431,.458,3.3,4.5,.739,0.9,3.2,2.4,1.1,0.5,1.6,2.0,17.9
2030,Robert Covington,2014,23,HOU,SF,7,0,4.9,0.9,2.0,.429,0.6,1.6,.364,0.3,0.4,.667,.571,0.0,0.0,,0.3,0.4,0.0,0.3,0.0,0.1,0.4,2.3
2031,Robert Covington,2015,24,PHI,SF,70,49,27.9,4.3,10.8,.396,2.4,6.4,.374,1.9,4.4,.426,.506,2.5,3.1,.820,0.9,3.6,1.5,1.4,0.4,1.8,2.7,13.5
2032,Robert Covington,2016,25,PHI,SF,67,49,28.4,4.1,10.6,.385,2.5,7.2,.353,1.6,3.4,.452,.504,2.1,2.6,.791,1.0,5.3,1.4,1.6,0.6,2.1,3.5,12.8
2033,Robert Covington,2017,26,PHI,SF,67,67,31.6,4.4,10.9,.399,2.0,6.1,.333,2.3,4.8,.484,.492,2.1,2.6,.822,1.4,5.1,1.5,1.9,1.0,2.0,3.0,12.9
2034,Robert Covington,2018,27,PHI,SF,80,80,31.7,4.3,10.5,.413,2.5,6.9,.369,1.8,3.6,.497,.534,1.5,1.7,.853,0.7,4.7,2.0,1.7,0.9,1.6,3.0,12.6
2035,Robert Covington,2019,28,TOT,SF,35,35,34.4,4.5,10.3,.431,2.4,6.4,.378,2.0,3.9,.518,.548,1.9,2.5,.764,0.8,4.7,1.3,2.1,1.3,1.3,3.6,13.3
2036,Josh Okogie,2019,20,MIN,SG,33,11,20.7,2.2,6.2,.358,0.6,2.5,.241,1.6,3.7,.438,.407,1.5,2.1,.714,0.6,2.4,1.1,0.8,0.5,0.8,2.1,6.5
2037,Derrick Rose,2010,20,CHI,PG,81,80,37.0,7.1,14.9,.475,0.2,0.9,.222,6.9,14.0,.491,.482,2.4,3.1,.788,1.2,2.7,6.3,0.8,0.2,2.5,1.5,16.8
2038,Derrick Rose,2011,21,CHI,PG,78,78,36.8,8.6,17.6,.489,0.2,0.8,.267,8.4,16.8,.500,.495,3.3,4.3,.766,0.8,2.9,6.0,0.7,0.3,2.8,1.2,20.8
2039,Derrick Rose,2012,22,CHI,PG,81,81,37.4,8.8,19.7,.445,1.6,4.8,.332,7.2,15.0,.481,.485,5.9,6.9,.858,1.0,3.1,7.7,1.0,0.6,3.4,1.7,25.0
2040,Derrick Rose,2013,23,CHI,PG,39,39,35.3,7.7,17.8,.435,1.4,4.4,.312,6.4,13.4,.475,.473,5.0,6.1,.812,0.7,2.7,7.9,0.9,0.7,3.1,1.3,21.8
2041,Derrick Rose,2014,25,CHI,PG,10,10,31.1,5.8,16.4,.354,1.6,4.7,.340,4.2,11.7,.359,.402,2.7,3.2,.844,0.9,2.3,4.3,0.5,0.1,3.4,1.5,15.9
2042,Derrick Rose,2015,26,CHI,PG,51,51,30.0,6.6,16.4,.405,1.5,5.3,.280,5.1,11.1,.465,.450,3.0,3.7,.813,0.7,2.5,4.9,0.7,0.3,3.2,1.2,17.7
2043,Derrick Rose,2016,27,CHI,PG,66,66,31.8,6.8,15.9,.427,0.7,2.3,.293,6.1,13.6,.449,.448,2.2,2.7,.793,0.7,2.7,4.7,0.7,0.2,2.7,1.3,16.4
2044,Derrick Rose,2017,28,NYK,PG,64,64,32.5,7.2,15.3,.471,0.2,0.9,.217,7.0,14.3,.487,.477,3.5,4.0,.874,1.0,2.8,4.4,0.7,0.3,2.3,1.3,18.0
2045,Derrick Rose,2018,29,TOT,PG,25,7,16.8,3.2,7.4,.435,0.3,1.2,.233,3.0,6.2,.474,.454,1.6,1.8,.870,0.5,0.9,1.5,0.3,0.2,1.4,0.6,8.4
2046,Derrick Rose,2019,30,MIN,PG,32,11,29.8,7.4,15.2,.486,1.5,3.3,.462,5.8,11.9,.492,.536,2.6,3.1,.838,0.7,2.2,4.8,0.7,0.3,1.8,1.3,18.9
2047,Jared Terrell,2019,23,MIN,SG,3,0,8.7,0.3,4.0,.083,0.3,1.3,.250,0.0,2.7,.000,.125,0.3,0.7,.500,0.3,0.3,0.7,0.7,0.3,1.0,0.7,1.3
2048,Keita Bates-Diop,2019,23,MIN,SF,2,0,9.0,1.0,4.0,.250,0.0,2.0,.000,1.0,2.0,.500,.250,0.0,0.0,,0.0,1.5,0.0,0.0,0.5,0.0,0.5,2.0
2049,Anthony Tolliver,2009,23,SAS,PF,19,0,10.9,1.0,3.4,.292,0.5,2.2,.220,0.5,1.3,.417,.362,0.3,0.5,.500,0.6,1.5,0.9,0.3,0.1,0.4,0.8,2.7
2050,Anthony Tolliver,2010,24,TOT,PF,46,29,31.0,4.2,9.8,.430,1.1,3.3,.329,3.1,6.5,.481,.486,2.2,2.9,.769,1.8,5.1,1.9,0.7,0.7,1.0,2.8,11.7
2051,Anthony Tolliver,2011,25,MIN,SF,65,4,21.0,2.2,4.8,.450,0.7,1.8,.409,1.4,3.0,.475,.526,1.6,2.0,.802,1.4,3.1,1.3,0.4,0.4,0.8,2.2,6.7
2052,Anthony Tolliver,2012,26,MIN,SF,51,0,17.3,1.4,3.6,.390,0.5,2.0,.248,0.9,1.6,.568,.459,0.8,1.1,.745,1.0,2.0,0.4,0.4,0.4,0.7,1.7,4.1
2053,Anthony Tolliver,2013,27,ATL,SF,62,11,15.5,1.3,3.5,.380,0.7,2.1,.338,0.6,1.3,.446,.484,0.7,0.8,.863,0.5,2.0,0.5,0.2,0.2,0.6,1.1,4.1
2054,Anthony Tolliver,2014,28,CHA,PF,64,9,20.3,2.0,4.8,.420,1.6,3.9,.413,0.4,0.9,.450,.586,0.5,0.6,.805,0.5,2.1,0.7,0.3,0.2,0.4,1.3,6.1
2055,Anthony Tolliver,2015,29,TOT,PF,76,11,18.8,2.1,5.2,.410,1.4,3.8,.366,0.7,1.4,.534,.545,0.7,0.9,.783,0.7,2.4,0.8,0.3,0.2,0.7,1.8,6.3
2056,Anthony Tolliver,2016,30,DET,PF,72,5,18.6,1.8,4.6,.386,1.4,3.8,.360,0.4,0.8,.500,.533,0.4,0.7,.617,0.5,2.6,0.7,0.4,0.2,0.4,1.2,5.3
2057,Anthony Tolliver,2017,31,SAC,PF,65,9,22.7,2.4,5.4,.442,1.4,3.5,.391,1.0,1.9,.537,.570,0.9,1.3,.744,0.8,2.9,1.2,0.5,0.3,0.9,1.7,7.1
2058,Anthony Tolliver,2018,32,DET,PF,79,14,22.2,2.8,6.0,.464,2.0,4.6,.436,0.8,1.4,.561,.632,1.3,1.7,.797,0.6,2.4,1.1,0.4,0.3,0.7,1.8,8.9
2059,Anthony Tolliver,2019,33,MIN,PF,26,0,15.5,1.5,3.5,.435,1.2,3.1,.400,0.3,0.5,.667,.609,0.5,0.7,.722,0.3,1.8,0.7,0.4,0.4,0.7,1.5,4.8
2060,C.J. Williams,2018,27,LAC,SG,38,17,18.6,2.3,5.2,.442,0.6,2.1,.282,1.7,3.1,.546,.497,0.3,0.4,.813,0.3,1.2,1.1,0.8,0.3,0.5,1.7,5.5
2061,C.J. Williams,2019,28,MIN,SG,6,0,8.8,0.8,2.3,.357,0.0,1.0,.000,0.8,1.3,.625,.357,0.0,0.0,,0.0,0.3,0.5,0.2,0.0,0.5,1.7,1.7
2062,Luol Deng,2005,19,CHI,SF,61,45,27.3,4.6,10.6,.434,0.5,1.9,.265,4.1,8.7,.472,.458,2.0,2.7,.741,1.5,3.8,2.2,0.8,0.4,1.9,1.6,11.7
2063,Luol Deng,2006,20,CHI,SF,78,56,33.4,5.7,12.2,.463,0.3,1.0,.269,5.4,11.2,.481,.474,2.7,3.5,.750,1.6,5.0,1.9,0.9,0.6,1.3,1.6,14.3
2064,Luol Deng,2007,21,CHI,SF,82,82,37.5,7.7,14.9,.517,0.0,0.1,.143,7.7,14.8,.519,.518,3.4,4.4,.777,1.8,5.3,2.5,1.2,0.6,1.9,2.0,18.8
2065,Luol Deng,2008,22,CHI,SF,63,59,33.8,6.8,14.2,.479,0.1,0.3,.364,6.7,13.9,.482,.483,3.2,4.2,.770,2.2,4.1,2.5,0.9,0.5,1.9,1.9,17.0
2066,Luol Deng,2009,23,CHI,SF,49,46,34.0,5.4,12.1,.448,0.2,0.4,.400,5.2,11.7,.450,.455,3.1,3.9,.796,1.6,4.4,1.9,1.2,0.5,1.5,1.7,14.1
2067,Luol Deng,2010,24,CHI,SF,70,69,37.9,6.8,14.5,.466,0.5,1.2,.386,6.3,13.3,.474,.482,3.6,4.7,.764,1.9,5.4,2.0,0.9,0.9,1.9,1.8,17.6
